panstwo_id,destynacja_id,miasto_id,oferta_id,biuro_id,od,do,dni,cena,last,wiek,zakwaterowanie,wyzywienie,dojazd,wyjazdy,uwagi,cena_zawiera,cena_nie_zawiera,kategoria,objazdowka,sport,zwiedzanie,narty,wypoczynek,nurkowanie,surfing,golf,clubbing,dzieci,nowozency,statek,ekstremalna,hit,spa
"26", "0", "0", "14", "17", "2010-06-06", "2010-06-17", "11", "6110", "0", "0-0", "DB", "FB", "SAM", "WAW", "", "Dop³ata za wizê chiñsk± i po¶rednictwo wizowe 230 z³, Op³ata lotniskowa 450 z³.", "", "0", "1", "0", "1", "0", "1", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0"
"26", "0", "0", "14", "17", "2010-06-07", "2010-06-18", "11", "5650", "0", "0-0", "DB", "FB", "SAM", "WAW", "", "Dop³ata za wizê chiñsk± i po¶rednictwo wizowe 230 z³, Op³ata lotniskowa 450 z³.", "", "0", "1", "0", "1", "0", "1", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0"
"26", "0", "0", "14", "17", "2010-06-13", "2010-06-24", "11", "5629", "0", "0-0", "DB", "FB", "SAM", "WAW", "", "Dop³ata za wizê chiñsk± i po¶rednictwo wizowe 230 z³, Op³ata lotniskowa 450 z³.", "", "0", "1", "0", "1", "0", "1", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0"
"26", "0", "0", "14", "17", "2010-06-14", "2010-06-25", "11", "5710", "0", "0-0", "DB", "FB", "SAM", "WAW", "", "Dop³ata za wizê chiñsk± i po¶rednictwo wizowe 230 z³, Op³ata lotniskowa 450 z³.", "", "0", "1", "0", "1", "0", "1", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0"
"26", "0", "0", "14", "17", "2010-06-21", "2010-07-02", "11", "5575", "0", "0-0", "DB", "FB", "SAM", "WAW", "", "Dop³ata za wizê chiñsk± i po¶rednictwo wizowe 230 z³, Op³ata lotniskowa 450 z³.", "", "0", "1", "0", "1", "0", "1", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0"
"26", "0", "0", "14", "17", "2010-06-27", "2010-07-08", "11", "5831", "0", "0-0", "DB", "FB", "SAM", "WAW", "", "Dop³ata za wizê chiñsk± i po¶rednictwo wizowe 230 z³, Op³ata lotniskowa 450 z³.", "", "0", "1", "0", "1", "0", "1", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0"
"26", "0", "0", "14", "17", "2010-06-28", "2010-07-09", "11", "5779", "0", "0-0", "DB", "FB", "SAM", "WAW", "", "Dop³ata za wizê chiñsk± i po¶rednictwo wizowe 230 z³, Op³ata lotniskowa 450 z³.", "", "0", "1", "0", "1", "0", "1", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0"
"26", "0", "0", "14", "17", "2010-07-19", "2010-07-30", "11", "5779", "0", "0-0", "DB", "FB", "SAM", "WAW", "", "Dop³ata za wizê chiñsk± i po¶rednictwo wizowe 230 z³, Op³ata lotniskowa 450 z³.", "", "0", "1", "0", "1", "0", "1", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0"
"26", "0", "0", "14", "17", "2010-08-02", "2010-08-13", "11", "5779", "0", "0-0", "DB", "FB", "SAM", "WAW", "", "Dop³ata za wizê chiñsk± i po¶rednictwo wizowe 230 z³, Op³ata lotniskowa 450 z³.", "", "0", "1", "0", "1", "0", "1", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0"
